trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1846,False,"{'a': 0.01, 'e': 0.1580253208896478}",20,0,16.443465579669184,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1847,False,"{'a': 0.01, 'e': 0.1578673745550876}",30,19,21.048167708346256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.01, 'e': 0.15770958608791516}",25,9,28.319771770174036,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.01, 'e': 0.15755195533034191}",30,11,-11.33062455690769,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1850,False,"{'a': 0.01, 'e': 0.15739448212473714}",30,20,18.27236189682025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.01, 'e': 0.1572371663136276}",20,12,17.917752126958437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.01, 'e': 0.1570800077396975}",20,10,9.07009806714647,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1853,False,"{'a': 0.01, 'e': 0.1569230062457882}",20,12,6.380661496446172,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.01, 'e': 0.15676616167489826}",25,17,15.597794177350107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.01, 'e': 0.156609473870183}",20,8,-27.42644244437921,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1856,False,"{'a': 0.01, 'e': 0.15645294267495474}",20,5,29.093136852221924,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.01, 'e': 0.15629656793268212}",20,7,25.20830211374093,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.01, 'e': 0.15614034948699052}",30,19,-34.638818967062974,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1859,False,"{'a': 0.01, 'e': 0.15598428718166135}",25,16,17.391801949105254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.01, 'e': 0.15582838086063242}",20,13,11.3228919997325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.01, 'e': 0.1556726303679973}",30,22,-24.778354916706714,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1862,False,"{'a': 0.01, 'e': 0.15551703554800556}",20,9,7.116558753128704,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1863,False,"{'a': 0.01, 'e': 0.15536159624506227}",25,11,13.122981332928711,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1864,False,"{'a': 0.01, 'e': 0.15520631230372822}",30,19,15.538007280311529,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.01, 'e': 0.15505118356871936}",20,8,-10.661928329678622,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1866,False,"{'a': 0.01, 'e': 0.15489620988490704}",30,0,1.6248975783499964,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
1867,False,"{'a': 0.01, 'e': 0.1547413910973175}",25,0,29.170651666957937,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1868,False,"{'a': 0.01, 'e': 0.15458672705113194}",25,14,20.117363122742447,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.01, 'e': 0.15443221759168632}",20,5,21.771334033305358,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.01, 'e': 0.15427786256447115}",25,7,6.865419069904964,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1871,False,"{'a': 0.01, 'e': 0.1541236618151314}",25,0,35.872750381876074,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1872,False,"{'a': 0.01, 'e': 0.15396961518946634}",25,18,9.701576364269025,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.01, 'e': 0.15381572253342926}",35,18,22.526545370234015,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1874,False,"{'a': 0.01, 'e': 0.15366198369312759}",20,13,13.135678074497992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.01, 'e': 0.15350839851482234}",20,0,25.971293395695607,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1876,False,"{'a': 0.01, 'e': 0.15335496684492847}",20,14,8.612914898551496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.01, 'e': 0.15320168853001417}",20,0,-29.543474915200473,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1878,False,"{'a': 0.01, 'e': 0.1530485634168012}",20,6,-15.855964753923267,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
1879,False,"{'a': 0.01, 'e': 0.15289559135216438}",30,15,-3.267325684905015,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1880,False,"{'a': 0.01, 'e': 0.15274277218313168}",25,11,24.69680882486555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1881,False,"{'a': 0.01, 'e': 0.15259010575688386}",30,16,26.75240220833462,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.01, 'e': 0.15243759192075454}",20,16,6.822826808394676,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.01, 'e': 0.1522852305222298}",20,12,16.27600158825165,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.01, 'e': 0.15213302140894833}",30,11,25.61512604142983,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.01, 'e': 0.1519809644287009}",20,13,14.456759644000996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.01, 'e': 0.1518290594294306}",25,14,8.243128469023759,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1887,False,"{'a': 0.01, 'e': 0.15167730625923234}",30,12,31.3494584540744,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.01, 'e': 0.15152570476635302}",25,0,-3.5205360364674574,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1889,False,"{'a': 0.01, 'e': 0.1513742547991911}",25,6,15.462334129307983,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1890,False,"{'a': 0.01, 'e': 0.15122295620629655}",20,7,10.854499864982717,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1891,False,"{'a': 0.01, 'e': 0.15107180883637084}",20,14,12.53162570060488,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.01, 'e': 0.15092081253826656}",35,0,-9.976228875012833,"{0: 33, 1: 0, 2: 0, 3: 1, 4: 1}",1
1893,False,"{'a': 0.01, 'e': 0.15076996716098734}",25,11,22.903343011414538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.01, 'e': 0.15061927255368793}",30,13,34.224968487978316,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.01, 'e': 0.15046872856567356}",25,1,-37.298268622394126,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
1896,False,"{'a': 0.01, 'e': 0.15031833504640033}",25,18,15.336329936189287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.01, 'e': 0.15016809184547464}",30,18,13.198552580482364,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.01, 'e': 0.15001799881265335}",30,15,-16.243938272146472,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
1899,False,"{'a': 0.01, 'e': 0.14986805579784332}",20,12,17.245595344679593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.01, 'e': 0.14971826265110164}",30,9,-15.020917692567542,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1901,False,"{'a': 0.01, 'e': 0.14956861922263504}",25,3,23.620097995896323,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1902,False,"{'a': 0.01, 'e': 0.14941912536280016}",25,8,30.141162957665443,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.01, 'e': 0.14926978092210305}",20,9,15.491334336504046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.01, 'e': 0.14912058575119935}",25,19,12.887378453419515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.01, 'e': 0.1489715397008938}",35,19,29.483984821767596,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.01, 'e': 0.14882264262214037}",25,6,29.103951263462097,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1907,False,"{'a': 0.01, 'e': 0.14867389436604195}",25,2,13.567192204449615,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1908,False,"{'a': 0.01, 'e': 0.14852529478385032}",30,16,16.040852599286715,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.01, 'e': 0.14837684372696583}",25,11,18.295765313627154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.01, 'e': 0.14822854104693745}",30,0,-74.31913442223969,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
1911,False,"{'a': 0.01, 'e': 0.14808038659546244}",20,14,10.688727754506248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.01, 'e': 0.1479323802243864}",25,16,16.533610008473723,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.01, 'e': 0.14778452178570287}",25,13,-19.226785668811218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1914,False,"{'a': 0.01, 'e': 0.14763681113155347}",20,15,9.65405730662536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1915,False,"{'a': 0.01, 'e': 0.14748924811422748}",35,13,34.93167013865597,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.01, 'e': 0.14734183258616193}",20,1,25.012205427926897,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.01, 'e': 0.14719456439994122}",25,12,14.576440499726544,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.01, 'e': 0.1470474434082972}",20,6,-14.929195853545263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1919,False,"{'a': 0.01, 'e': 0.1469004694641088}",30,20,-24.816974286473215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1920,False,"{'a': 0.01, 'e': 0.14675364242040215}",20,7,14.627987222278756,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1921,False,"{'a': 0.01, 'e': 0.14660696213035015}",25,3,5.0709364122817675,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1922,False,"{'a': 0.01, 'e': 0.14646042844727247}",25,12,15.515376423522966,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.01, 'e': 0.14631404122463545}",20,12,-26.13363720568154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1924,False,"{'a': 0.01, 'e': 0.14616780031605184}",20,9,-1.1482409841255579,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1925,False,"{'a': 0.01, 'e': 0.14602170557528074}",20,14,11.724683127772694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.01, 'e': 0.14587575685622736}",20,13,-27.666148777339433,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1927,False,"{'a': 0.01, 'e': 0.14572995401294303}",30,9,-17.235670267114,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1928,False,"{'a': 0.01, 'e': 0.14558429689962482}",25,14,12.003464633843045,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1929,False,"{'a': 0.01, 'e': 0.1454387853706157}",20,8,22.60147298263322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.01, 'e': 0.145293419280404}",20,0,28.863219552240814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1931,False,"{'a': 0.01, 'e': 0.14514819848362373}",35,19,29.38319461305805,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.01, 'e': 0.145003122835054}",20,12,15.61455946417819,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.01, 'e': 0.14485819218961926}",25,11,-0.08308254504040868,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1934,False,"{'a': 0.01, 'e': 0.14471340640238872}",20,6,14.933384674378058,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1935,False,"{'a': 0.01, 'e': 0.14456876532857668}",20,5,3.725115317653639,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1936,False,"{'a': 0.01, 'e': 0.14442426882354198}",25,17,14.637858041976697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.01, 'e': 0.14427991674278817}",20,7,23.787885739373873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1938,False,"{'a': 0.01, 'e': 0.1441357089419631}",25,14,15.614553615406674,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.01, 'e': 0.143991645276859}",20,0,17.08939449517721,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1940,False,"{'a': 0.01, 'e': 0.14384772560341216}",25,14,19.62761778350766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1941,False,"{'a': 0.01, 'e': 0.14370394977770293}",25,2,17.61611121773483,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1942,False,"{'a': 0.01, 'e': 0.14356031765595542}",35,19,33.71370747926123,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.01, 'e': 0.14341682909453757}",30,16,-6.751657056398071,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1944,False,"{'a': 0.01, 'e': 0.14327348394996073}",20,8,-20.72679148236672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1945,False,"{'a': 0.01, 'e': 0.14313028207887982}",25,20,9.864501260206378,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1946,False,"{'a': 0.01, 'e': 0.14298722333809288}",25,4,12.434703158861304,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1947,False,"{'a': 0.01, 'e': 0.14284430758454122}",25,18,12.014759447243208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1948,False,"{'a': 0.01, 'e': 0.14270153467530902}",30,7,16.78834861976021,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1949,False,"{'a': 0.01, 'e': 0.14255890446762343}",25,11,-0.5968404024307208,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1950,False,"{'a': 0.01, 'e': 0.14241641681885414}",25,13,18.059555311554533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1951,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,0,31.544657397482,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1952,False,"{'a': 0.01, 'e': 0.1421318686282564}",20,16,6.0730491465163245,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.01, 'e': 0.14198980780187978}",25,11,20.77658812152547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1954,False,"{'a': 0.01, 'e': 0.14184788896532272}",20,12,2.342239498507636,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1955,False,"{'a': 0.01, 'e': 0.1417061119766665}",25,13,-0.2952586006951563,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1956,False,"{'a': 0.01, 'e': 0.14156447669413402}",35,19,-15.924365283697377,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1957,False,"{'a': 0.01, 'e': 0.14142298297609007}",20,11,3.190005573337324,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1958,False,"{'a': 0.01, 'e': 0.14128163068104085}",20,7,15.1211532685697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.01, 'e': 0.1411404196676341}",25,11,13.564325718953757,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1960,False,"{'a': 0.01, 'e': 0.14099934979465875}",20,6,7.239041446397902,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1961,False,"{'a': 0.01, 'e': 0.140858420921045}",25,11,24.41585347922545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1962,False,"{'a': 0.01, 'e': 0.14071763290586387}",30,13,20.210460851993183,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1963,False,"{'a': 0.01, 'e': 0.1405769856083274}",20,3,0.375197918570793,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1964,False,"{'a': 0.01, 'e': 0.1404364788877882}",20,7,22.933067274654427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'a': 0.01, 'e': 0.14029611260373964}",30,16,-2.369999052440546,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1966,False,"{'a': 0.01, 'e': 0.14015588661581535}",20,5,-16.857557033415276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1967,False,"{'a': 0.01, 'e': 0.1400158007837894}",35,22,16.68456021857405,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.01, 'e': 0.13987585496757585}",25,13,4.621387237246928,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1969,False,"{'a': 0.01, 'e': 0.13973604902722894}",30,22,18.08188745879422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'a': 0.01, 'e': 0.1395963828229427}",20,0,26.299508633547987,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1971,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,8,-28.781794104275317,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1972,False,"{'a': 0.01, 'e': 0.13931746906402698}",20,12,7.336548819597492,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1973,False,"{'a': 0.01, 'e': 0.13917822123048373}",35,18,5.6875032393239415,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
1974,False,"{'a': 0.01, 'e': 0.13903911257517326}",30,23,1.3977280339009701,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1975,False,"{'a': 0.01, 'e': 0.138900142958987}",20,8,21.4379464761908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.01, 'e': 0.13876131224295524}",20,11,15.89347583780671,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.01, 'e': 0.13862262028824732}",20,3,-14.681325284374713,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1978,False,"{'a': 0.01, 'e': 0.13848406695617121}",30,15,7.561549478790907,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1979,False,"{'a': 0.01, 'e': 0.13834565210817362}",20,8,22.88392601927596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.01, 'e': 0.13820737560583965}",25,10,26.792924146397173,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.01, 'e': 0.13806923731089282}",30,0,-54.40468640423694,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",1
1982,False,"{'a': 0.01, 'e': 0.13793123708519478}",25,18,10.981510894627013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.01, 'e': 0.13779337479074535}",20,8,12.59660455914739,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1984,False,"{'a': 0.01, 'e': 0.13765565028968216}",20,16,7.202071954585424,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.01, 'e': 0.13751806344428075}",25,15,4.037864665214208,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1986,False,"{'a': 0.01, 'e': 0.13738061411695424}",25,15,-2.8325271139971786,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1987,False,"{'a': 0.01, 'e': 0.13724330217025332}",30,22,10.764997405520393,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'a': 0.01, 'e': 0.13710612746686596}",25,11,22.538964453791596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'a': 0.01, 'e': 0.13696908986961753}",20,16,8.974187941930374,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'a': 0.01, 'e': 0.13683218924147036}",20,5,27.861672554698256,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.01, 'e': 0.13669542544552385}",20,8,19.830470765885977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.01, 'e': 0.13655879834501417}",30,10,42.017624050651825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1993,False,"{'a': 0.01, 'e': 0.13642230780331424}",20,16,9.112448789233666,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.01, 'e': 0.13628595368393343}",20,10,15.403738887116717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.01, 'e': 0.1361497358505177}",20,10,17.25170150063943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.01, 'e': 0.13601365416684916}",20,0,8.097901932400081,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1997,False,"{'a': 0.01, 'e': 0.13587770849684613}",30,20,10.543707957863932,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1998,False,"{'a': 0.01, 'e': 0.13574189870456288}",20,0,-3.918560078171373,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1999,False,"{'a': 0.01, 'e': 0.1356062246541897}",30,16,13.64101011109419,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2000,False,"{'a': 0.01, 'e': 0.13547068621005243}",25,12,21.947224578885695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2001,False,"{'a': 0.01, 'e': 0.1353352832366127}",25,8,29.587771031264374,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2002,False,"{'a': 0.01, 'e': 0.13520001559846748}",25,4,25.938772701898053,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
2003,False,"{'a': 0.01, 'e': 0.13506488316034906}",30,5,-8.69790162975672,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
2004,False,"{'a': 0.01, 'e': 0.13492988578712511}",20,12,14.99697329123791,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.01, 'e': 0.1347950233437982}",20,10,18.0581476868914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.01, 'e': 0.13466029569550586}",35,27,6.194608975318898,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2007,False,"{'a': 0.01, 'e': 0.1345257027075204}",30,12,30.985220653628033,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2008,False,"{'a': 0.01, 'e': 0.1343912442452489}",25,11,26.648969777735065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.01, 'e': 0.13425692017423285}",30,16,26.707460064267387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.01, 'e': 0.13412273036014816}",20,11,10.39277768520107,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.01, 'e': 0.13398867466880493}",25,13,21.528124161754086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.01, 'e': 0.13385475296614763}",30,16,15.746252592781666,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2013,False,"{'a': 0.01, 'e': 0.1337209651182544}",30,12,34.888908356635476,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.01, 'e': 0.13358731099133747}",20,13,0.9462561366897577,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2015,False,"{'a': 0.01, 'e': 0.1334537904517426}",30,8,20.64207651025328,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
2016,False,"{'a': 0.01, 'e': 0.13332040336594936}",20,1,27.143449161907363,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.01, 'e': 0.1331871496005706}",30,20,5.446893425479866,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2018,False,"{'a': 0.01, 'e': 0.13305402902235253}",20,13,14.368724987576961,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.01, 'e': 0.13292104149817452}",25,13,22.759547737055232,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.01, 'e': 0.13278818689504915}",25,17,13.768688519027222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'a': 0.01, 'e': 0.13265546508012172}",20,13,15.525943198772666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2022,False,"{'a': 0.01, 'e': 0.13252287592067044}",20,6,22.40060233298287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.01, 'e': 0.13239041928410605}",25,15,21.31539021334911,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.01, 'e': 0.13225809503797206}",20,5,25.320464184455187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'a': 0.01, 'e': 0.1321259030499441}",25,17,16.498569331171797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'a': 0.01, 'e': 0.13199384318783022}",20,3,10.598600497990802,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
2027,False,"{'a': 0.01, 'e': 0.13186191531957048}",25,8,32.720232969437305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2028,False,"{'a': 0.01, 'e': 0.13173011931323708}",25,14,21.388900304912315,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
