trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 1.0}",25,19,8.127566600559124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,False,"{'a': 0.01, 'e': 0.999000499833375}",35,0,-282.6697714003962,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 5}",0
3,False,"{'a': 0.01, 'e': 0.9980019986673331}",20,0,-142.27671478869453,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
4,False,"{'a': 0.01, 'e': 0.997004495503373}",25,0,-84.93558006185165,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
5,False,"{'a': 0.01, 'e': 0.9960079893439915}",25,0,-108.39965430082033,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
6,False,"{'a': 0.01, 'e': 0.9950124791926823}",20,9,-23.672152754046785,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
7,False,"{'a': 0.01, 'e': 0.9940179640539353}",20,0,-56.38345742813042,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
8,False,"{'a': 0.01, 'e': 0.9930244429332351}",25,0,-250.26128935296663,"{0: 7, 1: 7, 2: 6, 3: 2, 4: 3}",0
9,False,"{'a': 0.01, 'e': 0.9920319148370607}",25,0,-60.217434921853894,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
10,False,"{'a': 0.01, 'e': 0.9910403787728836}",35,22,-8.58295475972446,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
11,False,"{'a': 0.01, 'e': 0.9900498337491681}",25,0,-121.44951263301398,"{0: 14, 1: 1, 2: 7, 3: 3, 4: 0}",0
12,False,"{'a': 0.01, 'e': 0.9890602787753687}",25,0,-229.1710441496386,"{0: 13, 1: 0, 2: 7, 3: 1, 4: 4}",0
13,False,"{'a': 0.01, 'e': 0.9880717128619305}",30,0,-192.02736135794422,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
14,False,"{'a': 0.01, 'e': 0.9870841350202876}",20,0,-66.00025007681792,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
15,False,"{'a': 0.01, 'e': 0.9860975442628619}",20,0,-144.86743302366878,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
16,False,"{'a': 0.01, 'e': 0.9851119396030626}",30,0,-138.56537012578272,"{0: 15, 1: 7, 2: 6, 3: 1, 4: 1}",0
17,False,"{'a': 0.01, 'e': 0.9841273200552851}",30,0,-239.67453284271116,"{0: 17, 1: 3, 2: 4, 3: 2, 4: 4}",0
18,False,"{'a': 0.01, 'e': 0.9831436846349096}",30,0,-189.34818324950967,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
19,False,"{'a': 0.01, 'e': 0.9821610323583008}",20,0,-162.49948410097787,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
20,False,"{'a': 0.01, 'e': 0.981179362242806}",35,0,-218.56820059263976,"{0: 16, 1: 7, 2: 8, 3: 2, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.9801986733067553}",35,0,-213.12597226937183,"{0: 22, 1: 3, 2: 4, 3: 3, 4: 3}",0
22,False,"{'a': 0.01, 'e': 0.9792189645694596}",30,0,-192.26434587418592,"{0: 13, 1: 4, 2: 11, 3: 0, 4: 2}",0
23,False,"{'a': 0.01, 'e': 0.97824023505121}",25,0,-13.208642716979135,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.9772624837732771}",30,0,-169.6500968982583,"{0: 14, 1: 4, 2: 10, 3: 1, 4: 1}",0
25,False,"{'a': 0.01, 'e': 0.9762857097579093}",20,0,-127.9401026329021,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
26,False,"{'a': 0.01, 'e': 0.9753099120283326}",25,0,-158.16552352499485,"{0: 11, 1: 4, 2: 7, 3: 2, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.9743350896087494}",25,14,-17.391869595005943,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.01, 'e': 0.9733612415243368}",20,0,-73.4166735336926,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
29,False,"{'a': 0.01, 'e': 0.9723883668012469}",20,10,-11.6450677591406,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
30,False,"{'a': 0.01, 'e': 0.9714164644666048}",20,0,-111.91327687233556,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
31,False,"{'a': 0.01, 'e': 0.9704455335485082}",25,0,-90.67670124907215,"{0: 12, 1: 7, 2: 5, 3: 1, 4: 0}",0
32,False,"{'a': 0.01, 'e': 0.9694755730760259}",30,14,-54.16525358018675,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 0}",1
33,False,"{'a': 0.01, 'e': 0.9685065820791976}",20,0,-95.49994951292643,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
34,False,"{'a': 0.01, 'e': 0.967538559589032}",20,0,-113.75562870415405,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
35,False,"{'a': 0.01, 'e': 0.9665715046375066}",30,0,-130.3572306886497,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.9656054162575665}",25,0,-71.11722341219831,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 2}",0
37,False,"{'a': 0.01, 'e': 0.9646402934831231}",20,0,-73.87295051011077,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
38,False,"{'a': 0.01, 'e': 0.9636761353490535}",20,0,-20.081694601027316,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
39,False,"{'a': 0.01, 'e': 0.9627129408911995}",25,0,-182.96695833823298,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
40,False,"{'a': 0.01, 'e': 0.9617507091463667}",25,0,-111.53088219517984,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
41,False,"{'a': 0.01, 'e': 0.9607894391523232}",35,10,-124.1833881709824,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",1
42,False,"{'a': 0.01, 'e': 0.9598291299477989}",20,0,-47.695073945699924,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
43,False,"{'a': 0.01, 'e': 0.9588697805724845}",20,0,-119.47397616202353,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.9579113900670306}",20,14,-1.1890829820227116,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.01, 'e': 0.9569539574730467}",30,0,-184.80089903208855,"{0: 16, 1: 4, 2: 6, 3: 2, 4: 2}",0
46,False,"{'a': 0.01, 'e': 0.9559974818331}",20,0,-85.32075686155842,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
47,False,"{'a': 0.01, 'e': 0.9550419621907147}",20,0,-105.20979070724806,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
48,False,"{'a': 0.01, 'e': 0.9540873975903711}",20,0,-78.46398969998607,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
49,False,"{'a': 0.01, 'e': 0.9531337870775047}",25,0,-164.10095799719545,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
50,False,"{'a': 0.01, 'e': 0.9521811296985049}",20,0,-130.94961384788763,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
51,False,"{'a': 0.01, 'e': 0.951229424500714}",20,0,-113.75943494383627,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
52,False,"{'a': 0.01, 'e': 0.950278670532427}",25,0,-137.1612519993109,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.9493288668428895}",25,0,-93.3350619735882,"{0: 12, 1: 4, 2: 9, 3: 0, 4: 0}",0
54,False,"{'a': 0.01, 'e': 0.9483800124822982}",20,0,-89.35250453372235,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
55,False,"{'a': 0.01, 'e': 0.9474321065017983}",25,0,-71.73984841542082,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
56,False,"{'a': 0.01, 'e': 0.9464851479534838}",25,0,-123.39290163187485,"{0: 12, 1: 5, 2: 5, 3: 3, 4: 0}",0
57,False,"{'a': 0.01, 'e': 0.9455391358903963}",20,0,-95.35352393280924,"{0: 9, 1: 5, 2: 4, 3: 2, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.9445940693665233}",25,0,-133.87037223880893,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
59,False,"{'a': 0.01, 'e': 0.9436499474367985}",35,0,-169.118399253804,"{0: 24, 1: 1, 2: 5, 3: 3, 4: 2}",0
60,False,"{'a': 0.01, 'e': 0.9427067691570997}",25,0,-128.04925800984833,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
61,False,"{'a': 0.01, 'e': 0.9417645335842487}",20,0,-122.5855229782535,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
62,False,"{'a': 0.01, 'e': 0.9408232397760097}",20,0,-151.3147243902605,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
63,False,"{'a': 0.01, 'e': 0.9398828867910889}",25,0,-153.98841650909955,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
64,False,"{'a': 0.01, 'e': 0.9389434736891332}",20,0,-89.6010905770341,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.9380049995307295}",35,9,-50.942406295041664,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 0}",1
66,False,"{'a': 0.01, 'e': 0.9370674633774034}",30,0,-68.15164664126229,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
67,False,"{'a': 0.01, 'e': 0.9361308642916188}",20,0,-76.80675455656034,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
68,False,"{'a': 0.01, 'e': 0.9351952013367766}",20,0,-133.2395761998631,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
69,False,"{'a': 0.01, 'e': 0.9342604735772135}",20,0,-100.77323661203803,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
70,False,"{'a': 0.01, 'e': 0.933326680078202}",20,0,-82.50333735606169,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
71,False,"{'a': 0.01, 'e': 0.9323938199059483}",25,5,-144.53769352523327,"{0: 9, 1: 4, 2: 2, 3: 4, 4: 1}",1
72,False,"{'a': 0.01, 'e': 0.9314618921275921}",25,0,-117.59316657919625,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
73,False,"{'a': 0.01, 'e': 0.9305308958112057}",25,0,-104.705265541296,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
74,False,"{'a': 0.01, 'e': 0.9296008300257927}",20,0,-67.60878426390278,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
75,False,"{'a': 0.01, 'e': 0.9286716938412872}",20,0,-62.85376244755552,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.9277434863285529}",25,0,-108.5882994540857,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.9268162065593822}",25,11,-62.452161892071054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
78,False,"{'a': 0.01, 'e': 0.9258898536064953}",20,0,-106.0273094402425,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
79,False,"{'a': 0.01, 'e': 0.9249644265435393}",20,0,-83.01519624148409,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
80,False,"{'a': 0.01, 'e': 0.9240399244450868}",25,5,-31.01580275680147,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",1
81,False,"{'a': 0.01, 'e': 0.9231163463866358}",30,0,-123.2524542687859,"{0: 17, 1: 0, 2: 12, 3: 1, 4: 0}",0
82,False,"{'a': 0.01, 'e': 0.922193691444608}",20,0,-76.46746218281643,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
83,False,"{'a': 0.01, 'e': 0.9212719586963487}",25,0,-168.56089388328547,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",1
84,False,"{'a': 0.01, 'e': 0.9203511472201247}",20,0,-165.81192997178627,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
85,False,"{'a': 0.01, 'e': 0.9194312560951247}",25,0,-76.22517442435638,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
86,False,"{'a': 0.01, 'e': 0.9185122844014574}",25,0,-149.13630738201408,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
87,False,"{'a': 0.01, 'e': 0.9175942312201509}",20,0,-135.75706081924505,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
88,False,"{'a': 0.01, 'e': 0.9166770956331523}",20,0,-94.06635799833353,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
89,False,"{'a': 0.01, 'e': 0.9157608767233256}",30,0,-62.65670965558392,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.914845573574452}",30,0,-106.69281037168827,"{0: 16, 1: 5, 2: 8, 3: 1, 4: 0}",0
91,False,"{'a': 0.01, 'e': 0.9139311852712282}",30,0,-77.55931839590465,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
92,False,"{'a': 0.01, 'e': 0.9130177108992658}",35,0,-102.952208159461,"{0: 26, 1: 2, 2: 4, 3: 2, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.9121051495450904}",25,3,-14.024166119278256,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.01, 'e': 0.9111935002961405}",20,4,-86.75247879770933,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 2}",1
95,False,"{'a': 0.01, 'e': 0.910282762240767}",20,0,-56.81919962006165,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
96,False,"{'a': 0.01, 'e': 0.9093729344682314}",25,0,-121.57949702253026,"{0: 12, 1: 4, 2: 7, 3: 2, 4: 0}",0
97,False,"{'a': 0.01, 'e': 0.9084640160687062}",20,0,-113.80286048062878,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
98,False,"{'a': 0.01, 'e': 0.9075560061332727}",30,0,-155.1804556710183,"{0: 19, 1: 5, 2: 3, 3: 0, 4: 3}",0
99,False,"{'a': 0.01, 'e': 0.9066489037539209}",25,0,-33.169226400823284,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
100,False,"{'a': 0.01, 'e': 0.9057427080235485}",20,0,-75.48286280250892,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
101,False,"{'a': 0.01, 'e': 0.9048374180359595}",30,3,-116.01155807726155,"{0: 16, 1: 2, 2: 7, 3: 1, 4: 1}",1
102,False,"{'a': 0.01, 'e': 0.9039330328858641}",25,0,-121.79389681939796,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
103,False,"{'a': 0.01, 'e': 0.9030295516688768}",30,0,-197.50076352678204,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
104,False,"{'a': 0.01, 'e': 0.9021269734815165}",25,0,-134.21305986105048,"{0: 14, 1: 5, 2: 2, 3: 3, 4: 1}",0
105,False,"{'a': 0.01, 'e': 0.9012252974212047}",25,0,-52.422876161719046,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
106,False,"{'a': 0.01, 'e': 0.9003245225862656}",25,0,-109.60797822797787,"{0: 11, 1: 5, 2: 8, 3: 1, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.899424648075924}",30,0,-247.79179916444318,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 5}",0
108,False,"{'a': 0.01, 'e': 0.8985256729903055}",25,0,-83.76356929243802,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
109,False,"{'a': 0.01, 'e': 0.8976275964304349}",35,6,-162.70227623463185,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 3}",1
110,False,"{'a': 0.01, 'e': 0.8967304174982355}",20,0,-136.3888664845445,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.8958341352965282}",30,0,-180.88055836978816,"{0: 16, 1: 6, 2: 5, 3: 0, 4: 3}",0
112,False,"{'a': 0.01, 'e': 0.894938748929031}",25,0,-83.16172589914262,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
113,False,"{'a': 0.01, 'e': 0.8940442575003572}",30,0,-115.38587229135608,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
114,False,"{'a': 0.01, 'e': 0.8931506601160155}",20,0,-71.90498939633642,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.8922579558824083}",20,0,-120.49778860371136,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
116,False,"{'a': 0.01, 'e': 0.8913661439068313}",20,0,-132.89864223720912,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
117,False,"{'a': 0.01, 'e': 0.8904752232974726}",20,0,-76.08728508854693,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.8895851931634113}",25,0,-183.5821872659634,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
119,False,"{'a': 0.01, 'e': 0.8886960526146174}",35,0,-226.73705217296506,"{0: 20, 1: 5, 2: 5, 3: 1, 4: 4}",0
120,False,"{'a': 0.01, 'e': 0.8878078007619501}",20,0,-19.29613443159508,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
121,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,0,-152.07405805903255,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
122,False,"{'a': 0.01, 'e': 0.8860339595928756}",20,5,-90.95801927146552,"{0: 7, 1: 4, 2: 2, 3: 1, 4: 1}",1
123,False,"{'a': 0.01, 'e': 0.8851483685026271}",30,7,-168.2287533134574,"{0: 10, 1: 3, 2: 7, 3: 1, 4: 2}",1
124,False,"{'a': 0.01, 'e': 0.8842636625608209}",20,0,-56.29787030258387,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
125,False,"{'a': 0.01, 'e': 0.8833798408827509}",25,14,-1.925583988473905,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.8824969025845955}",25,0,-112.0701319306572,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
127,False,"{'a': 0.01, 'e': 0.8816148467834161}",20,0,-84.99836362871432,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
128,False,"{'a': 0.01, 'e': 0.880733672597157}",25,3,-186.9647948228014,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 4}",1
129,False,"{'a': 0.01, 'e': 0.8798533791446438}",20,4,-12.547244902009,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.8789739655455832}",25,0,-88.75391848235678,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
131,False,"{'a': 0.01, 'e': 0.8780954309205613}",25,5,-100.3185939429847,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",1
132,False,"{'a': 0.01, 'e': 0.8772177743910435}",20,0,-90.66118897694825,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
133,False,"{'a': 0.01, 'e': 0.8763409950793732}",20,2,-29.345174037444,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.8754650921087711}",20,0,-56.28129720323136,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
135,False,"{'a': 0.01, 'e': 0.874590064603334}",30,0,-188.60157449042032,"{0: 15, 1: 2, 2: 10, 3: 1, 4: 2}",0
136,False,"{'a': 0.01, 'e': 0.8737159116880344}",20,0,-83.06953025721069,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
137,False,"{'a': 0.01, 'e': 0.8728426324887193}",25,0,-74.29564074114919,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
138,False,"{'a': 0.01, 'e': 0.8719702261321094}",25,0,-81.06860926131361,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
139,False,"{'a': 0.01, 'e': 0.8710986917457983}",25,13,-42.07438044255096,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
140,False,"{'a': 0.01, 'e': 0.8702280284582515}",25,0,-159.37477773009837,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
141,False,"{'a': 0.01, 'e': 0.8693582353988059}",20,5,-133.7504631399653,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 2}",1
142,False,"{'a': 0.01, 'e': 0.8684893116976679}",20,4,-67.57048165539562,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
143,False,"{'a': 0.01, 'e': 0.867621256485914}",25,0,-185.83045610695515,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
144,False,"{'a': 0.01, 'e': 0.8667540688954889}",25,0,-162.1216932717612,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
145,False,"{'a': 0.01, 'e': 0.865887748059205}",20,0,-117.09888847480308,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
146,False,"{'a': 0.01, 'e': 0.8650222931107413}",30,7,-148.7421948151068,"{0: 11, 1: 6, 2: 3, 3: 1, 4: 2}",1
147,False,"{'a': 0.01, 'e': 0.8641577031846428}",30,0,-175.86713046101764,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
148,False,"{'a': 0.01, 'e': 0.8632939774163194}",20,0,-54.60018169261699,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
149,False,"{'a': 0.01, 'e': 0.8624311149420455}",20,0,-127.77159910770719,"{0: 6, 1: 6, 2: 5, 3: 3, 4: 0}",0
150,False,"{'a': 0.01, 'e': 0.8615691148989583}",20,14,-36.253953429091375,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
151,False,"{'a': 0.01, 'e': 0.8607079764250578}",20,0,-100.93451415548623,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
152,False,"{'a': 0.01, 'e': 0.8598476986592055}",20,0,-138.27840351372723,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
153,False,"{'a': 0.01, 'e': 0.8589882807411234}",20,0,-124.19891656032233,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
154,False,"{'a': 0.01, 'e': 0.8581297218113938}",20,0,-122.80470271700726,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
155,False,"{'a': 0.01, 'e': 0.8572720210114575}",25,14,-58.31108221721283,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
156,False,"{'a': 0.01, 'e': 0.8564151774836135}",30,0,-115.3798327364258,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
157,False,"{'a': 0.01, 'e': 0.8555591903710185}",20,0,-90.86187814812877,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
158,False,"{'a': 0.01, 'e': 0.8547040588176851}",30,16,-90.0605529104794,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
159,False,"{'a': 0.01, 'e': 0.8538497819684817}",20,3,-114.56222249296098,"{0: 9, 1: 4, 2: 1, 3: 1, 4: 2}",1
160,False,"{'a': 0.01, 'e': 0.8529963589691315}",25,0,-99.11163080619725,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
161,False,"{'a': 0.01, 'e': 0.8521437889662113}",20,14,-5.1356443739328235,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.8512920711071511}",20,15,-13.781004038690103,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.850441204540233}",30,0,-123.0375295115703,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
164,False,"{'a': 0.01, 'e': 0.8495911884145902}",20,0,-107.1384729563975,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
165,False,"{'a': 0.01, 'e': 0.8487420218802068}",20,0,-62.80539565424743,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
166,False,"{'a': 0.01, 'e': 0.8478937040879159}",20,0,-92.46487208902899,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
167,False,"{'a': 0.01, 'e': 0.8470462341893996}",25,5,-77.5038935199241,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
168,False,"{'a': 0.01, 'e': 0.8461996113371882}",20,0,-79.91151710852071,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
169,False,"{'a': 0.01, 'e': 0.8453538346846587}",25,0,-107.64263725417283,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
170,False,"{'a': 0.01, 'e': 0.8445089033860343}",25,0,-52.06570228552728,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
171,False,"{'a': 0.01, 'e': 0.8436648165963837}",25,0,-49.00675028020338,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
172,False,"{'a': 0.01, 'e': 0.8428215734716199}",25,0,-56.03975927764717,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
173,False,"{'a': 0.01, 'e': 0.8419791731684999}",25,8,-100.6284416776221,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
174,False,"{'a': 0.01, 'e': 0.8411376148446232}",20,0,-4.999182006536058,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
175,False,"{'a': 0.01, 'e': 0.8402968976584314}",35,2,-100.65630640556147,"{0: 22, 1: 5, 2: 4, 3: 1, 4: 1}",1
176,False,"{'a': 0.01, 'e': 0.8394570207692074}",20,0,-69.6065573238901,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
177,False,"{'a': 0.01, 'e': 0.838617983337074}",25,11,6.5438533634164875,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.8377797845229938}",20,0,-35.04879642017045,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
179,False,"{'a': 0.01, 'e': 0.8369424234887681}",25,0,-85.31992147529837,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
180,False,"{'a': 0.01, 'e': 0.8361058993970355}",30,0,-179.79163704785373,"{0: 15, 1: 2, 2: 11, 3: 0, 4: 2}",0
181,False,"{'a': 0.01, 'e': 0.835270211411272}",30,0,-63.320603771694316,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
182,False,"{'a': 0.01, 'e': 0.8344353586957896}",20,0,-84.12555852150709,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
183,False,"{'a': 0.01, 'e': 0.8336013404157353}",20,0,-69.92675270185345,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
184,False,"{'a': 0.01, 'e': 0.832768155737091}",30,0,-152.65772723696344,"{0: 16, 1: 2, 2: 9, 3: 2, 4: 1}",0
